Timestamp,Solar_Wh,House_Load_Wh,SoC_%,Grid_Net_Wh,Cloud_Cov,Inverter_OK
2026-05-23 00:00,0.00,500.00,72.71,0.00,0.46,True
2026-05-23 01:00,0.00,500.00,68.81,0.00,0.46,True
2026-05-23 02:00,0.00,500.00,64.91,0.00,0.46,True
2026-05-23 03:00,0.00,500.00,61.01,0.00,0.46,True
2026-05-23 04:00,0.00,500.00,57.12,0.00,0.46,True
2026-05-23 05:00,0.00,500.00,53.22,0.00,0.46,True
2026-05-23 06:00,0.00,500.00,49.32,0.00,0.46,True
2026-05-23 07:00,693.38,500.00,50.68,0.00,0.46,True
2026-05-23 08:00,1339.50,500.00,56.59,0.00,0.46,True
2026-05-23 09:00,1894.34,500.00,66.40,0.00,0.46,True
2026-05-23 10:00,2320.09,500.00,79.21,0.00,0.46,True
2026-05-23 11:00,2587.72,500.00,93.90,0.00,0.46,True
2026-05-23 12:00,2679.00,500.00,100.00,0.00,0.46,True
2026-05-23 13:00,2587.72,500.00,100.00,0.00,0.46,True
2026-05-23 14:00,2320.09,500.00,100.00,0.00,0.46,True
2026-05-23 15:00,1894.34,500.00,100.00,0.00,0.46,True
2026-05-23 16:00,1339.50,500.00,100.00,0.00,0.46,True
2026-05-23 17:00,693.38,500.00,100.00,0.00,0.46,True
2026-05-23 18:00,0.00,500.00,96.10,0.00,0.46,True
2026-05-23 19:00,0.00,500.00,92.20,0.00,0.46,True
2026-05-23 20:00,0.00,500.00,88.30,0.00,0.46,True
2026-05-23 21:00,0.00,500.00,84.41,0.00,0.46,True
2026-05-23 22:00,0.00,500.00,80.51,0.00,0.46,True
2026-05-23 23:00,0.00,500.00,76.61,0.00,0.46,True
2026-05-24 00:00,0.00,500.00,72.71,0.00,0.66,True
2026-05-24 01:00,0.00,500.00,68.81,0.00,0.66,True
2026-05-24 02:00,0.00,500.00,64.91,0.00,0.66,True
2026-05-24 03:00,0.00,500.00,61.01,0.00,0.66,True
2026-05-24 04:00,0.00,500.00,57.12,0.00,0.66,True
2026-05-24 05:00,0.00,500.00,53.22,0.00,0.66,True
2026-05-24 06:00,0.00,500.00,49.32,0.00,0.66,True
2026-05-24 07:00,444.48,500.00,48.88,0.00,0.66,True
2026-05-24 08:00,858.66,500.00,51.41,0.00,0.66,True
2026-05-24 09:00,1214.33,500.00,56.44,0.00,0.66,True
2026-05-24 10:00,1487.24,500.00,63.38,0.00,0.66,True
2026-05-24 11:00,1658.80,500.00,71.54,0.00,0.66,True
2026-05-24 12:00,1717.32,500.00,80.10,0.00,0.66,True
2026-05-24 13:00,1658.80,500.00,88.26,0.00,0.66,True
2026-05-24 14:00,1487.24,500.00,95.21,0.00,0.66,True
2026-05-24 15:00,1214.33,500.00,100.00,0.00,0.66,True
2026-05-24 16:00,858.66,500.00,100.00,0.00,0.66,True
2026-05-24 17:00,444.48,500.00,99.57,0.00,0.66,True
2026-05-24 18:00,0.00,500.00,95.67,0.00,0.66,True
2026-05-24 19:00,0.00,500.00,91.77,0.00,0.66,True
2026-05-24 20:00,0.00,500.00,87.87,0.00,0.66,True
2026-05-24 21:00,0.00,500.00,83.97,0.00,0.66,True
2026-05-24 22:00,0.00,500.00,80.07,0.00,0.66,True
2026-05-24 23:00,0.00,500.00,76.18,0.00,0.66,True
2026-05-25 00:00,0.00,500.00,72.28,0.00,0.56,True
2026-05-25 01:00,0.00,500.00,68.38,0.00,0.56,True
2026-05-25 02:00,0.00,500.00,64.48,0.00,0.56,True
2026-05-25 03:00,0.00,500.00,60.58,0.00,0.56,True
2026-05-25 04:00,0.00,500.00,56.68,0.00,0.56,True
2026-05-25 05:00,0.00,500.00,52.78,0.00,0.56,True
2026-05-25 06:00,0.00,500.00,48.88,0.00,0.56,True
2026-05-25 07:00,568.17,500.00,49.36,0.00,0.56,True
2026-05-25 08:00,1097.63,500.00,53.57,0.00,0.56,True
2026-05-25 09:00,1552.28,500.00,60.97,0.00,0.56,True
2026-05-25 10:00,1901.14,500.00,70.83,0.00,0.56,True
2026-05-25 11:00,2120.45,500.00,82.24,0.00,0.56,True
2026-05-25 12:00,2195.25,500.00,94.17,0.00,0.56,True
2026-05-25 13:00,2120.45,500.00,100.00,0.00,0.56,True
2026-05-25 14:00,1901.14,500.00,100.00,0.00,0.56,True
2026-05-25 15:00,1552.28,500.00,100.00,0.00,0.56,True
2026-05-25 16:00,1097.63,500.00,100.00,0.00,0.56,True
2026-05-25 17:00,568.17,500.00,100.00,0.00,0.56,True
2026-05-25 18:00,0.00,500.00,96.10,0.00,0.56,True
2026-05-25 19:00,0.00,500.00,92.20,0.00,0.56,True
2026-05-25 20:00,0.00,500.00,88.30,0.00,0.56,True
2026-05-25 21:00,0.00,500.00,84.41,0.00,0.56,True
2026-05-25 22:00,0.00,500.00,80.51,0.00,0.56,True
2026-05-25 23:00,0.00,500.00,76.61,0.00,0.56,True
2026-05-26 00:00,0.00,500.00,72.71,0.00,0.06,True
2026-05-26 01:00,0.00,500.00,68.81,0.00,0.06,True
2026-05-26 02:00,0.00,500.00,64.91,0.00,0.06,True
2026-05-26 03:00,0.00,500.00,61.01,0.00,0.06,True
2026-05-26 04:00,0.00,500.00,57.12,0.00,0.06,True
2026-05-26 05:00,0.00,500.00,53.22,0.00,0.06,True
2026-05-26 06:00,0.00,500.00,49.32,0.00,0.06,True
2026-05-26 07:00,1221.88,500.00,54.40,0.00,0.06,True
2026-05-26 08:00,2360.49,500.00,67.49,0.00,0.06,True
2026-05-26 09:00,3338.24,500.00,87.46,0.00,0.06,True
2026-05-26 10:00,4088.49,500.00,100.00,0.00,0.06,True
2026-05-26 11:00,4560.12,500.00,100.00,0.00,0.06,True
2026-05-26 12:00,4720.98,500.00,100.00,0.00,0.06,True
2026-05-26 13:00,4560.12,500.00,100.00,0.00,0.06,True
2026-05-26 14:00,4088.49,500.00,100.00,0.00,0.06,True
2026-05-26 15:00,3338.24,500.00,100.00,0.00,0.06,True
2026-05-26 16:00,2360.49,500.00,100.00,0.00,0.06,True
2026-05-26 17:00,1221.88,500.00,100.00,0.00,0.06,True
2026-05-26 18:00,0.00,500.00,96.10,0.00,0.06,True
2026-05-26 19:00,0.00,500.00,92.20,0.00,0.06,True
2026-05-26 20:00,0.00,500.00,88.30,0.00,0.06,True
2026-05-26 21:00,0.00,500.00,84.41,0.00,0.06,True
2026-05-26 22:00,0.00,500.00,80.51,0.00,0.06,True
2026-05-26 23:00,0.00,500.00,76.61,0.00,0.06,True
2026-05-27 00:00,0.00,500.00,72.71,0.00,0.11,True
2026-05-27 01:00,0.00,500.00,68.81,0.00,0.11,True
2026-05-27 02:00,0.00,500.00,64.91,0.00,0.11,True
2026-05-27 03:00,0.00,500.00,61.01,0.00,0.11,True
2026-05-27 04:00,0.00,500.00,57.12,0.00,0.11,True
2026-05-27 05:00,0.00,500.00,53.22,0.00,0.11,True
2026-05-27 06:00,0.00,500.00,49.32,0.00,0.11,True
2026-05-27 07:00,1146.16,500.00,53.86,0.00,0.11,True
2026-05-27 08:00,2214.21,500.00,65.93,0.00,0.11,True
2026-05-27 09:00,3131.37,500.00,84.44,0.00,0.11,True
2026-05-27 10:00,3835.13,500.00,100.00,0.00,0.11,True
2026-05-27 11:00,4277.53,500.00,100.00,0.00,0.11,True
2026-05-27 12:00,4428.43,500.00,100.00,0.00,0.11,True
2026-05-27 13:00,4277.53,500.00,100.00,0.00,0.11,True
2026-05-27 14:00,3835.13,500.00,100.00,0.00,0.11,True
2026-05-27 15:00,3131.37,500.00,100.00,0.00,0.11,True
2026-05-27 16:00,2214.21,500.00,100.00,0.00,0.11,True
2026-05-27 17:00,1146.16,500.00,100.00,0.00,0.11,True
2026-05-27 18:00,0.00,500.00,96.10,0.00,0.11,True
2026-05-27 19:00,0.00,500.00,92.20,0.00,0.11,True
2026-05-27 20:00,0.00,500.00,88.30,0.00,0.11,True
2026-05-27 21:00,0.00,500.00,84.41,0.00,0.11,True
2026-05-27 22:00,0.00,500.00,80.51,0.00,0.11,True
2026-05-27 23:00,0.00,500.00,76.61,0.00,0.11,True
2026-05-28 00:00,0.00,500.00,72.71,0.00,0.10,True
2026-05-28 01:00,0.00,500.00,68.81,0.00,0.10,True
2026-05-28 02:00,0.00,500.00,64.91,0.00,0.10,True
2026-05-28 03:00,0.00,500.00,61.01,0.00,0.10,True
2026-05-28 04:00,0.00,500.00,57.12,0.00,0.10,True
2026-05-28 05:00,0.00,500.00,53.22,0.00,0.10,True
2026-05-28 06:00,0.00,500.00,49.32,0.00,0.10,True
2026-05-28 07:00,1166.98,500.00,54.01,0.00,0.10,True
2026-05-28 08:00,2254.42,500.00,66.36,0.00,0.10,True
2026-05-28 09:00,3188.24,500.00,85.27,0.00,0.10,True
2026-05-28 10:00,3904.78,500.00,100.00,0.00,0.10,True
2026-05-28 11:00,4355.21,500.00,100.00,0.00,0.10,True
2026-05-28 12:00,4508.85,500.00,100.00,0.00,0.10,True
2026-05-28 13:00,4355.21,500.00,100.00,0.00,0.10,True
2026-05-28 14:00,3904.78,500.00,100.00,0.00,0.10,True
2026-05-28 15:00,3188.24,500.00,100.00,0.00,0.10,True
2026-05-28 16:00,2254.42,500.00,100.00,0.00,0.10,True
2026-05-28 17:00,1166.98,500.00,100.00,0.00,0.10,True
2026-05-28 18:00,0.00,500.00,96.10,0.00,0.10,True
2026-05-28 19:00,0.00,500.00,92.20,0.00,0.10,True
2026-05-28 20:00,0.00,500.00,88.30,0.00,0.10,True
2026-05-28 21:00,0.00,500.00,84.41,0.00,0.10,True
2026-05-28 22:00,0.00,500.00,80.51,0.00,0.10,True
2026-05-28 23:00,0.00,500.00,76.61,0.00,0.10,True
2026-05-29 00:00,0.00,500.00,72.71,0.00,0.16,True
2026-05-29 01:00,0.00,500.00,68.81,0.00,0.16,True
2026-05-29 02:00,0.00,500.00,64.91,0.00,0.16,True
2026-05-29 03:00,0.00,500.00,61.01,0.00,0.16,True
2026-05-29 04:00,0.00,500.00,57.12,0.00,0.16,True
2026-05-29 05:00,0.00,500.00,53.22,0.00,0.16,True
2026-05-29 06:00,0.00,500.00,49.32,0.00,0.16,True
2026-05-29 07:00,1085.33,500.00,53.44,0.00,0.16,True
2026-05-29 08:00,2096.70,500.00,64.67,0.00,0.16,True
2026-05-29 09:00,2965.18,500.00,82.02,0.00,0.16,True
2026-05-29 10:00,3631.59,500.00,100.00,0.00,0.16,True
2026-05-29 11:00,4050.51,500.00,100.00,0.00,0.16,True
2026-05-29 12:00,4193.40,500.00,100.00,0.00,0.16,True
2026-05-29 13:00,4050.51,500.00,100.00,0.00,0.16,True
2026-05-29 14:00,3631.59,500.00,100.00,0.00,0.16,True
2026-05-29 15:00,2965.18,500.00,100.00,0.00,0.16,True
2026-05-29 16:00,2096.70,500.00,100.00,0.00,0.16,True
2026-05-29 17:00,1085.33,500.00,100.00,0.00,0.16,True
2026-05-29 18:00,0.00,500.00,96.10,0.00,0.16,True
2026-05-29 19:00,0.00,500.00,92.20,0.00,0.16,True
2026-05-29 20:00,0.00,500.00,88.30,0.00,0.16,True
2026-05-29 21:00,0.00,500.00,84.41,0.00,0.16,True
2026-05-29 22:00,0.00,500.00,80.51,0.00,0.16,True
2026-05-29 23:00,0.00,500.00,76.61,0.00,0.16,True
2026-05-30 00:00,0.00,500.00,72.71,0.00,0.52,True
2026-05-30 01:00,0.00,500.00,68.81,0.00,0.52,True
2026-05-30 02:00,0.00,500.00,64.91,0.00,0.52,True
2026-05-30 03:00,0.00,500.00,61.01,0.00,0.52,True
2026-05-30 04:00,0.00,500.00,57.12,0.00,0.52,True
2026-05-30 05:00,0.00,500.00,53.22,0.00,0.52,True
2026-05-30 06:00,0.00,500.00,49.32,0.00,0.52,True
2026-05-30 07:00,617.39,500.00,50.14,0.00,0.52,True
2026-05-30 08:00,1192.70,500.00,55.02,0.00,0.52,True
2026-05-30 09:00,1686.74,500.00,63.37,0.00,0.52,True
2026-05-30 10:00,2065.83,500.00,74.39,0.00,0.52,True
2026-05-30 11:00,2304.13,500.00,87.08,0.00,0.52,True
2026-05-30 12:00,2385.41,500.00,100.00,0.00,0.52,True
2026-05-30 13:00,2304.13,500.00,100.00,0.00,0.52,True
2026-05-30 14:00,2065.83,500.00,100.00,0.00,0.52,True
2026-05-30 15:00,1686.74,500.00,100.00,0.00,0.52,True
2026-05-30 16:00,1192.70,500.00,100.00,0.00,0.52,True
2026-05-30 17:00,617.39,500.00,100.00,0.00,0.52,True
2026-05-30 18:00,0.00,500.00,96.10,0.00,0.52,True
2026-05-30 19:00,0.00,500.00,92.20,0.00,0.52,True
2026-05-30 20:00,0.00,500.00,88.30,0.00,0.52,True
2026-05-30 21:00,0.00,500.00,84.41,0.00,0.52,True
2026-05-30 22:00,0.00,500.00,80.51,0.00,0.52,True
2026-05-30 23:00,0.00,500.00,76.61,0.00,0.52,True
