GHI,Temperature,Relative Humidity,Solar Zenith Angle,Cloud Type,Clearsky GHI,Power_MW
0.0,9.700000000000001,85.59,129.375,7.0,0.0,25.2
0.0,9.700000000000001,86.04,118.36500000000001,7.0,0.0,25.2
0.0,9.75,86.47,106.715,7.0,0.0,23.2
0.0,9.850000000000001,86.72,94.87,7.5,0.0,19.8
15.0,10.15,86.61500000000001,83.01,7.0,83.0,15.0
46.5,10.65,86.30000000000001,71.83500000000001,8.0,268.5,6.7
151.5,11.3,85.86500000000001,61.480000000000004,7.0,453.0,0.0
138.5,12.05,85.07499999999999,52.67,7.0,604.0,0.0
154.0,12.65,84.53999999999999,46.39,7.0,702.5,0.0
91.0,13.05,84.405,43.785,7.0,741.5,0.0
83.5,13.25,84.445,45.495000000000005,7.0,716.0,0.0
44.5,13.25,84.905,51.09,8.0,629.0,0.0
78.0,13.05,86.51,59.455,7.5,488.0,0.0
24.0,12.8,87.83500000000001,69.545,8.0,306.0,0.0
7.5,12.5,89.19,80.595,7.5,115.0,0.0
1.5,12.25,90.235,92.14,7.5,5.0,0.0
0.0,10.3,95.56,144.44,6.0,0.0,4.0
0.0,9.450000000000001,95.7,147.69,8.0,0.0,6.4
0.0,8.4,94.67,145.47,8.0,0.0,9.3
0.0,7.700000000000001,92.74000000000001,138.64,6.0,0.0,11.2
0.0,7.3500000000000005,90.42,129.055,6.0,0.0,11.6
0.0,7.2,88.23,118.07,7.0,0.0,9.5
0.0,7.2,86.04,106.435,7.0,0.0,13.3
0.0,7.550000000000001,84.28999999999999,94.59,2.5,0.0,6.6
93.5,9.0,84.74000000000001,82.725,1.0,93.5,9.5
287.5,10.25,84.03999999999999,71.53,0.0,287.5,0.0
345.5,11.350000000000001,82.005,61.150000000000006,1.5,476.0,0.0
174.0,12.15,79.695,52.31,3.0,625.5,0.0
373.5,12.650000000000002,78.295,46.005,2.5,725.0,0.0
528.5,12.8,78.21000000000001,43.394999999999996,2.0,764.0,0.0
516.0,12.850000000000001,78.465,45.14,8.0,739.0,0.0
114.0,12.9,78.38,50.78,7.5,651.5,0.0
253.5,12.75,78.685,59.19,7.0,508.0,0.0
253.0,12.25,81.42500000000001,69.32,7.0,325.5,0.0
120.0,11.2,87.15,80.39500000000001,4.5,129.0,0.0
2.5,10.25,89.85,91.95500000000001,2.0,6.5,0.0
0.0,9.95,90.60499999999999,144.11,7.0,0.0,4.6
0.0,9.700000000000001,91.16,147.305,7.0,0.0,6.4
0.0,9.650000000000002,91.44,145.085,7.0,0.0,12.5
0.0,9.55,91.7,138.285,7.0,0.0,1.5
0.0,9.45,91.655,128.74,7.0,0.0,3.9
0.0,9.4,91.51,117.77000000000001,6.0,0.0,6.6
0.0,9.4,91.13,106.15,3.5,0.0,6.6
0.0,9.600000000000001,89.42,94.305,4.0,0.0,3.6
85.5,10.65,87.34,82.44,1.5,95.5,0.1
140.5,11.3,84.11500000000001,71.22,3.0,291.0,0.0
481.0,11.75,80.12,60.82000000000001,0.5,481.0,0.0
552.0,12.200000000000001,76.555,51.945,2.5,635.0,0.0
740.0,12.45,75.295,45.620000000000005,0.0,740.0,0.0
781.0,12.600000000000001,73.94,43.01,0.0,781.0,0.0
749.0,12.55,72.18,44.78,0.0,749.0,0.0
610.0,12.3,70.975,50.465,3.5,664.5,0.0
434.0,11.950000000000001,70.45500000000001,58.93000000000001,7.0,521.0,0.0
305.5,11.2,73.11,69.09,3.5,333.0,0.0
132.0,10.0,80.31,80.19500000000001,0.0,132.0,0.0
7.0,9.100000000000001,84.78,91.775,0.0,7.0,0.0
0.0,7.3500000000000005,95.625,143.76500000000001,1.5,0.0,7.2
0.0,7.1000000000000005,96.7,146.925,0.0,0.0,15.4
0.0,7.2,95.22,144.695,0.0,0.0,21.8
0.0,7.2,94.565,137.93,4.0,0.0,25.4
0.0,7.050000000000001,94.69,128.41500000000002,4.0,0.0,25.7
0.0,6.8500000000000005,95.22500000000001,117.475,3.5,0.0,17.6
0.0,6.800000000000001,95.095,105.86,3.5,0.0,9.1
0.0,7.300000000000001,92.17500000000001,94.02000000000001,3.5,0.0,0.8
41.5,8.35,88.93,82.15,5.5,105.5,2.8
263.5,9.600000000000001,82.69,70.91,7.0,303.5,0.3
494.5,11.4,71.83000000000001,60.485,0.0,494.5,0.0
591.5,12.8,64.94,51.58500000000001,3.5,644.5,0.0
672.0,13.5,62.77,45.225,7.0,743.0,0.0
731.0,13.4,63.775,42.614999999999995,4.0,780.5,0.0
754.0,12.950000000000001,66.19,44.42,0.0,754.0,0.0
425.0,12.400000000000002,69.66499999999999,50.16,7.0,660.5,0.0
244.0,11.55,75.075,58.67,6.5,512.5,0.0
131.0,10.7,81.34,68.86500000000001,7.5,329.0,0.0
45.5,9.900000000000002,86.44500000000001,79.99000000000001,7.0,135.0,0.0
3.5,9.15,90.275,91.595,6.5,8.0,0.0
0.0,10.55,92.92,143.43,7.0,0.0,0.6
0.0,11.05,93.8,146.54000000000002,7.0,0.0,3.7
0.0,11.05,93.805,144.31,7.0,0.0,3.9
0.0,10.5,90.37,137.575,7.0,0.0,2.8
0.0,9.65,86.88,128.09,7.0,0.0,5.5
0.0,8.95,83.745,117.17,7.0,0.0,9.8
0.0,8.25,81.72,105.57499999999999,3.5,0.0,8.4
0.0,7.95,78.595,93.42500000000001,7.0,0.0,5.2
101.5,8.3,74.56,81.86,7.5,114.5,0.1
257.0,9.2,66.6,70.6,7.5,328.5,0.0
526.5,10.25,56.254999999999995,60.15,0.0,526.5,0.0
679.0,11.2,50.78,51.22,0.0,679.0,0.0
778.0,11.8,50.69,44.84,0.0,778.0,0.0
812.0,12.05,52.83,42.224999999999994,0.0,812.0,0.0
775.0,11.850000000000001,56.255,44.06,0.0,775.0,0.0
677.5,11.2,60.085,49.85,0.0,677.5,0.0
527.0,10.2,65.075,58.410000000000004,0.0,527.0,0.0
286.0,9.100000000000001,72.055,68.64,1.0,333.0,0.0
13.0,8.25,80.02000000000001,79.795,7.0,131.0,0.0
4.5,7.95,86.725,91.41,7.0,6.5,0.0
0.0,6.45,86.46000000000001,143.095,7.5,0.0,0.3
0.0,6.25,87.55000000000001,146.14999999999998,7.0,0.0,0.3
0.0,6.1000000000000005,87.53,143.91500000000002,7.0,0.0,4.2
0.0,6.050000000000001,86.83,137.215,7.0,0.0,3.7
0.0,5.95,87.17500000000001,127.75999999999999,7.0,0.0,7.8
0.0,5.800000000000001,88.85000000000001,116.86500000000001,7.0,0.0,5.2
0.0,5.800000000000001,89.63,105.28,6.5,0.0,14.3
0.0,6.050000000000001,88.99000000000001,93.16,6.5,0.0,18.3
89.5,6.700000000000001,86.83500000000001,81.57,7.0,100.5,6.0
283.0,7.25,83.64500000000001,70.29,3.5,291.0,5.6
410.0,7.800000000000001,80.73,59.81,7.0,479.0,0.0
474.0,8.15,78.61500000000001,50.85,5.5,640.5,0.0
455.5,8.350000000000001,76.78,44.445,7.0,745.0,0.0
404.5,8.5,74.075,41.83,7.0,787.0,0.0
359.0,8.5,72.22,43.7,6.5,765.0,0.0
300.0,8.5,70.705,49.545,7.5,674.0,0.0
319.5,8.3,70.435,58.150000000000006,7.0,527.0,0.0
306.0,7.800000000000001,72.80000000000001,68.42,3.5,337.5,0.0
118.5,7.050000000000001,77.83,79.6,3.5,137.0,0.0
9.0,6.25,80.785,91.23,4.0,9.0,0.0
0.0,5.2,84.54,142.75,7.0,0.0,5.4
0.0,5.1000000000000005,83.63,145.765,7.0,0.0,6.1
0.0,4.95,83.15,143.525,7.0,0.0,3.8
0.0,4.75,82.565,136.85,7.0,0.0,14.4
0.0,4.65,82.045,127.435,7.5,0.0,15.9
0.0,4.45,82.235,116.56,7.5,0.0,25.6
0.0,4.3,82.87,104.98500000000001,2.5,0.0,6.8
0.0,4.6,81.855,92.89500000000001,1.0,0.0,20.8
58.0,5.550000000000001,79.955,81.275,1.5,112.5,16.1
272.5,6.2,77.11500000000001,69.975,1.0,320.0,7.5
519.0,6.9,73.055,59.475,0.0,519.0,0.0
675.0,7.7,67.78,50.485,0.0,675.0,0.0
780.0,8.45,63.230000000000004,44.055,0.0,780.0,0.0
824.5,9.05,59.760000000000005,41.44,0.0,824.5,0.0
796.5,9.45,57.945,43.345,0.0,796.5,0.0
702.5,9.5,58.675,49.24,0.0,702.5,0.0
550.5,9.0,62.7,57.89,0.0,550.5,0.0
358.0,8.2,69.14,68.2,0.0,358.0,0.0
84.0,7.050000000000001,78.9,79.39500000000001,7.5,151.5,0.0
6.0,6.300000000000001,84.715,91.05,6.5,11.0,0.0
0.0,6.25,88.61500000000001,142.41,7.0,0.0,6.1
0.0,6.3500000000000005,88.285,145.37,7.0,0.0,9.5
0.0,6.6000000000000005,87.23,143.135,7.0,0.0,10.3
0.0,6.6000000000000005,87.09,136.49,7.0,0.0,7.5
0.0,6.45,86.97,127.105,6.5,0.0,17.2
0.0,6.3500000000000005,86.84,116.255,7.5,0.0,6.8
0.0,6.2,86.57,104.69,7.0,0.0,6.4
0.0,6.45,84.875,92.62,7.0,0.0,5.0
86.5,7.35,83.66499999999999,80.97500000000001,7.0,116.5,15.0
320.5,7.9,80.94,69.66,1.0,320.5,7.4
293.0,8.5,77.63,59.135000000000005,5.5,515.5,0.0
336.0,9.2,73.395,50.115,4.0,674.0,0.0
180.5,9.9,69.61500000000001,43.66,4.0,778.0,0.0
200.5,10.350000000000001,67.52000000000001,41.05,4.0,818.5,0.0
136.0,10.45,67.195,42.980000000000004,6.0,788.5,0.0
254.5,10.3,67.52000000000001,48.93,5.5,695.5,0.0
221.5,9.950000000000001,68.935,57.635000000000005,4.0,548.0,0.0
257.0,9.350000000000001,72.0,67.975,3.0,360.0,0.0
37.5,8.4,79.785,79.2,4.0,154.0,0.0
12.0,7.45,83.155,90.86500000000001,1.0,12.0,0.0
0.0,6.0,88.265,134.985,0.0,0.0,0.3
0.0,5.75,88.305,142.065,0.0,0.0,7.3
0.0,5.7,87.25,144.98000000000002,0.0,0.0,15.3
0.0,5.8500000000000005,85.475,142.74,0.0,0.0,21.6
0.0,6.050000000000001,83.285,136.12,0.0,0.0,25.0
0.0,6.25,81.23,126.77000000000001,0.0,0.0,26.4
0.0,6.200000000000001,79.82,115.945,0.0,0.0,24.9
0.0,5.9,80.03,104.39,2.0,0.0,17.0
0.0,6.25,79.39,92.345,4.0,0.0,14.5
76.0,7.550000000000001,79.72999999999999,80.68,3.0,126.0,15.5
193.0,8.8,75.2,69.345,4.0,329.5,5.5
288.5,10.05,68.88,58.8,4.0,521.0,0.0
453.5,10.950000000000001,64.225,49.75,3.5,671.5,0.0
277.5,11.600000000000001,62.290000000000006,43.265,3.0,772.5,0.0
566.0,11.850000000000001,62.97,40.655,6.0,807.0,0.0
492.5,12.0,63.980000000000004,42.625,4.0,779.5,0.0
501.0,11.95,65.555,48.625,2.0,686.5,0.0
383.5,11.700000000000001,67.945,57.375,2.5,535.5,0.0
116.5,11.3,71.315,67.75999999999999,3.5,347.5,0.0
41.5,10.55,77.21000000000001,79.005,4.0,147.5,0.0
4.5,10.0,82.11,90.685,4.0,12.0,0.0
0.0,10.05,87.715,134.70499999999998,4.0,0.0,0.1
0.0,10.25,88.725,141.725,2.5,0.0,2.0
0.0,10.3,89.905,144.59,4.0,0.0,0.4
0.0,10.25,90.09,142.34500000000003,4.0,0.0,6.2
0.0,10.0,90.16,135.755,4.0,0.0,1.8
0.0,9.55,89.86500000000001,126.435,4.0,0.0,6.9
0.0,9.100000000000001,88.655,115.63,4.0,0.0,13.3
0.0,8.65,88.31,104.095,4.0,0.0,6.1
1.5,8.7,86.48500000000001,92.065,5.5,5.5,7.1
76.0,9.4,85.64500000000001,80.38,5.5,123.5,3.9
214.0,9.8,83.055,69.03,4.0,324.0,0.0
478.0,10.25,77.88,58.455,4.0,518.0,0.0
242.5,10.900000000000002,71.42500000000001,49.379999999999995,7.5,673.5,0.0
774.0,11.65,65.61000000000001,42.870000000000005,0.0,774.0,0.0
810.0,12.150000000000002,61.55,40.260000000000005,0.0,810.0,0.0
784.5,12.3,59.910000000000004,42.265,0.0,784.5,0.0
692.0,12.150000000000002,60.465,48.32,0.0,692.0,0.0
492.5,12.0,62.33,57.125,3.5,545.5,0.0
259.0,11.450000000000001,66.66999999999999,67.53999999999999,7.0,357.0,0.0
39.0,10.25,77.08500000000001,78.81,7.0,152.0,0.0
5.5,9.2,83.39,90.505,7.0,12.0,0.0
0.0,8.6,90.91,134.42000000000002,0.5,0.0,0.2
0.0,8.45,91.345,141.38,4.0,0.0,7.3
0.0,8.3,91.33,144.2,4.0,0.0,15.6
0.0,8.100000000000001,91.44,141.95,4.0,0.0,21.8
0.0,7.9,91.01,135.39,4.0,0.0,25.5
0.0,7.9,89.735,126.095,4.0,0.0,25.9
0.0,7.95,88.88,115.32,2.5,0.0,16.9
0.0,8.05,87.60000000000001,103.795,7.0,0.0,10.9
3.5,8.65,84.495,91.78999999999999,7.5,7.0,10.5
75.5,9.900000000000002,83.84,80.08,5.5,133.0,8.3
157.5,10.900000000000002,77.965,68.715,4.0,338.5,3.2
271.5,11.75,70.44500000000001,58.115,4.0,531.5,0.0
422.5,12.55,64.505,49.005,4.0,687.5,0.0
536.0,13.150000000000002,61.46,42.475,3.0,787.5,0.0
648.0,13.45,60.235,39.864999999999995,1.0,824.0,0.0
793.5,13.45,60.015,41.91,0.5,793.5,0.0
702.0,13.200000000000001,60.815,48.025000000000006,0.0,702.0,0.0
555.0,12.600000000000001,63.275,56.875,0.0,555.0,0.0
366.0,11.7,67.87,67.325,0.0,366.0,0.0
113.0,10.25,77.7,78.62,5.0,160.0,0.0
10.0,8.9,86.13,90.32499999999999,7.5,14.0,0.0
0.0,9.3,88.305,134.135,7.0,0.0,0.2
0.0,9.4,88.77,141.03,7.0,0.0,6.1
0.0,9.4,89.88,143.81,7.0,0.0,11.1
0.0,9.350000000000001,90.695,141.55,7.0,0.0,14.4
0.0,9.350000000000001,91.01500000000001,135.015,7.0,0.0,14.7
0.0,9.45,91.23500000000001,125.76,7.0,0.0,13.9
0.0,9.600000000000001,91.63,115.0,7.0,0.0,11.3
0.0,9.700000000000001,92.23,103.49000000000001,7.0,0.0,9.8
3.0,9.950000000000001,91.58,91.505,7.0,7.5,9.2
30.0,10.65,89.68,79.785,7.0,131.0,3.9
138.5,11.15,88.42,68.4,7.0,331.5,0.4
342.5,11.8,85.25999999999999,57.775,7.0,522.5,0.0
328.0,12.55,80.45,48.635000000000005,5.5,677.5,0.0
217.0,13.150000000000002,76.73,42.08,4.0,779.5,0.0
133.5,13.45,75.14,39.47,4.0,818.0,0.0
513.5,13.45,75.33500000000001,41.55,3.5,788.5,0.0
454.5,13.3,76.72999999999999,47.72,3.0,696.5,0.0
300.0,12.9,79.87,56.625,4.0,547.5,0.0
121.5,12.450000000000001,83.74000000000001,67.11,4.0,359.0,0.0
62.5,11.75,88.775,78.42500000000001,7.0,156.5,0.0
6.5,11.25,90.86500000000001,90.14500000000001,7.0,14.0,0.0
0.0,10.25,92.89,133.85,7.0,0.0,0.2
0.0,9.9,92.78,140.685,7.0,0.0,4.3
0.0,9.55,92.11500000000001,143.415,8.0,0.0,9.9
0.0,9.25,90.73500000000001,141.155,8.0,0.0,4.0
0.0,9.0,89.18,134.65,7.0,0.0,12.4
0.0,8.65,89.52000000000001,125.42,7.0,0.0,7.1
0.0,8.350000000000001,90.005,114.685,7.0,0.0,9.7
0.0,8.25,89.475,103.19,6.0,0.0,17.3
6.0,8.5,87.675,91.215,7.0,9.0,2.5
121.0,9.25,86.94500000000001,79.47999999999999,7.0,136.5,0.7
252.5,9.850000000000001,84.315,68.08,7.0,339.5,0.4
441.5,10.55,79.685,57.435,7.0,533.0,0.0
538.5,11.15,75.58,48.265,7.0,692.5,0.0
696.5,11.75,71.92500000000001,41.685,4.0,793.5,0.0
835.0,12.200000000000001,69.065,39.075,0.5,835.0,0.0
803.5,12.5,66.79,41.2,0.0,803.5,0.0
710.5,12.5,65.97,47.42,0.0,710.5,0.0
564.0,12.25,67.25,56.375,0.0,564.0,0.0
373.0,11.65,71.92,66.9,0.0,373.0,0.0
165.5,10.450000000000001,81.955,78.235,0.0,165.5,0.0
16.0,9.3,87.80000000000001,89.96000000000001,0.0,16.0,0.0
0.0,8.05,94.6,133.565,0.0,0.0,0.2
0.0,7.9,94.63,140.34,0.0,0.0,7.6
0.0,7.8500000000000005,93.98500000000001,143.025,0.0,0.0,15.3
0.0,7.65,94.0,140.76,0.0,0.0,21.3
0.0,7.4,93.77,134.28,0.0,0.0,22.7
0.0,6.9,94.25,125.08,0.0,0.0,16.5
0.0,6.45,94.75,114.37,0.0,0.0,17.2
0.0,6.25,93.855,102.88,0.0,0.0,20.3
11.5,6.8500000000000005,89.025,90.92500000000001,0.0,11.5,3.8
155.0,8.65,81.69,79.175,0.0,155.0,15.1
363.5,10.4,71.55000000000001,67.75999999999999,0.0,363.5,8.5
558.5,11.900000000000002,63.185,57.095,0.0,558.5,0.0
714.0,13.0,58.845,47.89,0.0,714.0,0.0
814.5,13.700000000000001,57.46,41.285,0.0,814.5,0.0
850.0,14.05,57.025000000000006,38.68,0.0,850.0,0.0
819.0,14.200000000000001,56.65,40.845,0.0,819.0,0.0
723.0,14.150000000000002,56.695,47.125,0.0,723.0,0.0
570.5,13.9,57.725,56.13,0.0,570.5,0.0
377.5,13.15,62.36,66.685,0.0,377.5,0.0
141.0,11.600000000000001,74.565,78.045,1.5,170.5,0.0
12.0,9.9,82.38,89.785,5.0,17.0,0.0
0.0,8.55,86.00999999999999,133.26999999999998,0.0,0.0,0.2
0.0,8.2,85.905,139.99,0.0,0.0,7.9
0.0,7.85,85.36,142.63,0.0,0.0,15.3
0.0,7.300000000000001,85.795,140.36,0.0,0.0,20.7
0.0,6.800000000000001,85.66,133.905,0.0,0.0,23.5
0.0,6.45,85.355,124.73500000000001,0.0,0.0,23.7
0.0,6.15,86.12,114.055,0.0,0.0,19.6
0.0,6.1,85.97,102.58000000000001,0.0,0.0,13.9
13.5,7.0,81.825,90.63499999999999,0.0,13.5,13.3
100.5,9.25,76.15,78.875,3.5,158.5,15.6
321.5,10.9,66.9,67.445,3.5,368.0,8.3
560.5,12.400000000000002,57.8,56.75,0.0,560.5,0.0
714.5,13.5,53.150000000000006,47.525000000000006,0.0,714.5,0.0
812.0,14.150000000000002,52.870000000000005,40.89,0.0,812.0,0.0
844.5,14.45,53.395,38.285000000000004,0.0,844.5,0.0
815.5,14.5,54.09,40.489999999999995,0.0,815.5,0.0
721.0,14.45,54.57,46.83,0.0,721.0,0.0
570.0,14.15,55.78,55.88,0.0,570.0,0.0
377.0,13.350000000000001,59.575,66.475,0.0,377.0,0.0
170.5,11.8,73.24000000000001,77.855,0.0,170.5,0.0
17.5,10.100000000000001,78.875,89.6,2.0,17.5,0.0
0.0,8.3,93.05,132.985,7.0,0.0,0.3
0.0,8.3,93.21000000000001,139.645,7.0,0.0,8.3
0.0,8.3,92.79,142.235,7.0,0.0,15.3
0.0,8.350000000000001,91.935,139.965,7.0,0.0,9.2
0.0,8.4,90.9,133.53,4.0,0.0,12.8
0.0,8.350000000000001,89.83500000000001,124.395,4.0,0.0,13.5
0.0,8.15,89.76500000000001,113.72999999999999,2.5,0.0,13.3
0.0,8.350000000000001,89.18,102.275,4.0,0.0,12.2
3.0,8.950000000000001,88.08500000000001,90.345,4.0,13.0,9.7
117.5,9.700000000000001,86.83500000000001,78.57,2.5,154.5,8.8
78.5,10.100000000000001,85.295,67.125,5.5,358.0,4.1
77.0,10.45,84.03,56.410000000000004,7.5,543.5,0.0
31.5,10.75,80.97,47.155,6.0,690.0,0.0
130.5,10.8,76.48,40.495000000000005,5.5,791.0,0.0
91.0,10.650000000000002,72.62,37.89,7.5,832.0,0.0
439.0,10.4,71.225,40.135000000000005,7.0,805.0,0.0
572.0,9.850000000000001,72.39500000000001,46.535,7.5,709.0,0.0
558.0,9.100000000000001,75.38,55.64,0.5,558.0,0.0
193.0,8.45,79.315,66.265,4.5,368.0,0.0
164.0,7.95,83.605,77.665,0.0,164.0,0.0
12.5,7.800000000000001,85.925,89.42,7.5,17.5,0.0
0.0,7.45,90.18,132.695,7.5,0.0,0.2
0.0,7.25,89.9,139.29500000000002,6.5,0.0,5.7
0.0,7.1000000000000005,89.10000000000001,141.845,7.0,0.0,0.5
0.0,6.9,89.18,139.565,7.0,0.0,1.3
0.0,6.65,88.70500000000001,133.155,4.0,0.0,9.3
0.0,6.6000000000000005,88.155,124.05000000000001,2.5,0.0,5.4
0.0,6.75,87.81,113.41499999999999,4.0,0.0,4.7
0.0,7.0,87.85499999999999,101.97,4.0,0.0,5.9
14.5,7.6000000000000005,87.125,90.05000000000001,2.5,14.5,0.6
15.5,8.65,85.655,78.27000000000001,4.0,156.5,16.7
288.0,9.350000000000001,82.92500000000001,66.81,1.5,362.0,7.7
409.0,10.0,79.55000000000001,56.065,1.0,557.0,0.0
562.0,10.8,75.34,46.78,1.0,713.0,0.0
236.5,11.3,72.995,40.099999999999994,3.5,811.0,0.0
334.0,11.700000000000001,71.72,37.495000000000005,4.0,840.5,0.0
254.5,12.05,70.86,39.785,4.0,804.0,0.0
164.5,12.200000000000001,71.04,46.239999999999995,4.0,707.0,0.0
185.5,12.150000000000002,71.61,55.395,3.5,554.0,0.0
104.5,11.7,73.72,66.055,2.5,364.0,0.0
144.0,10.700000000000001,81.275,77.475,1.5,162.0,0.0
17.0,9.350000000000001,87.775,89.245,0.5,17.0,0.0
0.0,8.0,90.83,132.4,0.0,0.0,0.3
0.0,8.05,89.315,138.945,0.0,0.0,7.8
0.0,8.15,87.99000000000001,141.45,0.0,0.0,14.7
0.0,8.3,86.81,139.16500000000002,0.0,0.0,19.9
0.0,8.3,86.23,132.785,4.0,0.0,22.8
0.0,8.15,86.42,123.70500000000001,4.0,0.0,25.0
0.0,7.9,87.36,113.09,5.5,0.0,25.6
0.0,7.65,88.4,101.66,7.0,0.0,23.8
12.5,7.75,88.045,89.75,5.0,16.0,20.3
63.5,8.850000000000001,85.34,77.965,5.5,165.0,10.2
172.5,10.350000000000001,78.745,66.49,5.5,371.0,7.5
375.0,11.75,72.14500000000001,55.730000000000004,4.0,562.5,0.0
614.0,12.600000000000001,69.70500000000001,46.410000000000004,7.0,702.5,0.0
625.5,13.200000000000001,68.56,39.7,7.0,799.0,0.0
700.0,13.55,66.655,37.105000000000004,7.0,832.0,0.0
677.5,13.600000000000001,65.92,39.435,7.0,807.0,0.0
584.5,13.55,65.83500000000001,45.95,7.0,712.0,0.0
448.5,13.3,67.39,55.155,7.0,561.5,0.0
281.0,12.75,72.045,65.85,7.0,372.5,0.0
119.0,11.65,80.45500000000001,77.28999999999999,7.0,169.5,0.0
14.0,10.600000000000001,80.345,89.06,7.0,18.5,0.0
0.0,10.150000000000002,77.99000000000001,132.115,7.0,0.0,0.2
0.0,10.0,78.08,138.595,7.0,0.0,7.5
0.0,9.8,78.39500000000001,141.06,7.0,0.0,14.1
0.0,9.55,78.785,138.76999999999998,7.0,0.0,18.8
0.0,9.350000000000001,78.795,132.41000000000003,7.0,0.0,21.2
0.0,9.0,79.785,123.36500000000001,7.0,0.0,23.1
0.0,8.55,81.74000000000001,112.77000000000001,7.0,0.0,23.6
0.0,8.350000000000001,83.13,101.35499999999999,3.5,0.0,22.4
15.0,8.95,81.93,89.46000000000001,5.5,17.5,20.0
116.5,10.600000000000001,76.76,77.66499999999999,5.5,169.5,15.8
276.0,12.45,69.14500000000001,66.17,3.5,376.5,8.5
569.0,14.05,65.58,55.39,0.5,569.0,0.0
583.0,15.100000000000001,63.575,46.040000000000006,6.0,722.0,0.0
694.0,15.850000000000001,62.025,39.305,7.5,821.0,0.0
687.5,16.35,60.705,36.71,7.5,857.0,0.0
671.5,16.450000000000003,60.120000000000005,39.085,7.5,814.0,0.0
615.0,16.15,60.635000000000005,45.66,5.5,721.5,0.0
475.5,15.5,62.67,54.915000000000006,7.5,573.0,0.0
339.0,14.450000000000001,68.195,65.64,8.0,385.0,0.0
151.5,12.850000000000001,79.85,77.10499999999999,7.5,178.0,0.0
14.0,11.25,87.38499999999999,88.88499999999999,7.0,20.5,0.0
0.0,10.650000000000002,95.21000000000001,131.82,7.0,0.0,0.1
0.0,10.600000000000001,96.12,138.245,7.5,0.0,6.8
0.0,10.5,97.095,140.66500000000002,7.0,0.0,13.2
0.0,10.5,97.25,138.37,7.0,0.0,17.8
0.0,10.55,97.00999999999999,132.03500000000003,1.0,0.0,21.4
0.0,10.650000000000002,96.78,123.02000000000001,2.5,0.0,22.6
0.0,10.8,96.43,112.45,4.0,0.0,22.6
0.0,10.950000000000001,95.775,101.045,4.0,0.0,20.1
6.5,11.600000000000001,93.07,89.165,4.0,19.0,16.9
19.0,12.7,90.66,77.36,4.0,169.0,13.4
108.5,13.7,89.025,65.855,5.5,371.0,6.2
159.5,14.8,86.37,55.050000000000004,7.0,560.0,0.0
237.5,15.65,82.95500000000001,45.675,7.0,706.5,0.0
351.5,16.1,80.63,38.91,7.0,802.5,0.0
365.5,16.3,80.12,36.315,7.0,836.0,0.0
293.0,16.200000000000003,81.245,38.735,7.0,807.0,0.0
198.0,15.75,84.22,45.375,4.0,714.5,0.0
154.5,15.100000000000001,88.41499999999999,54.68000000000001,3.5,567.5,0.0
105.0,14.400000000000002,92.21000000000001,65.44,3.5,381.0,0.0
93.0,13.75,94.52000000000001,76.91499999999999,2.0,179.5,0.0
22.0,13.200000000000001,95.14500000000001,88.70500000000001,2.5,22.0,0.0
0.0,12.75,94.655,131.52499999999998,6.0,0.0,0.3
0.0,12.8,94.78,137.895,8.0,0.0,3.6
0.0,12.9,94.64,140.27499999999998,4.0,0.0,4.8
0.0,12.95,94.72,137.97500000000002,4.0,0.0,6.0
0.0,13.0,94.9,131.66500000000002,4.0,0.0,6.4
0.0,12.9,94.83000000000001,122.675,4.0,0.0,6.9
0.0,12.450000000000001,94.295,112.13,4.0,0.0,7.9
0.0,11.9,92.405,100.74000000000001,3.5,0.0,4.0
12.0,11.8,89.85,88.87,4.0,21.0,0.9
141.0,12.150000000000002,87.705,77.06,2.0,179.0,0.2
186.0,12.5,81.995,65.53999999999999,2.5,384.5,0.0
505.0,12.850000000000001,73.64,54.715,1.5,581.0,0.0
737.0,13.150000000000002,67.12,45.305,0.0,737.0,0.0
735.0,13.4,64.47,38.515,1.0,838.0,0.0
561.5,13.350000000000001,65.38499999999999,35.925,3.5,867.5,0.0
674.5,13.100000000000001,68.46000000000001,38.39,1.5,831.0,0.0
635.0,12.600000000000001,72.38,45.085,1.5,733.0,0.0
368.0,12.200000000000001,74.465,54.44,2.0,582.5,0.0
392.5,11.75,75.965,65.235,0.0,392.5,0.0
184.5,11.0,80.095,76.73,0.5,184.5,0.0
23.5,10.05,86.1,88.525,0.0,23.5,0.0
0.0,8.45,94.85,131.23,0.0,0.0,0.7
0.0,8.25,95.30000000000001,137.54500000000002,1.0,0.0,8.8
0.0,8.05,95.83500000000001,139.885,0.0,0.0,15.4
0.0,7.95,95.86500000000001,137.57999999999998,0.0,0.0,20.1
0.0,7.8500000000000005,95.43,131.29,1.0,0.0,23.1
0.0,7.450000000000001,95.77000000000001,122.33000000000001,1.0,0.0,25.8
0.0,6.950000000000001,95.58000000000001,111.81,3.5,0.0,25.8
0.0,6.65,94.71000000000001,100.44,5.0,0.0,24.6
15.0,7.1000000000000005,90.975,88.57499999999999,4.0,25.0,22.1
121.0,8.4,85.12,76.755,3.5,191.5,16.6
402.0,9.700000000000001,80.56,65.225,0.5,402.0,8.9
595.0,11.4,72.53,54.38,0.0,595.0,0.0
746.0,12.850000000000001,65.0,44.935,1.0,746.0,0.0
778.0,13.8,62.125,38.12,4.0,842.0,0.0
