Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2006,1,1,0,0,12.9,0.38,0.048,0.67,44,525,129,0,0,10.4,44,525,0,129,0.275,84.56,80.74,0.96,0.14,1011,1.3,244,3.1,0.0000,0.0000
2006,1,1,0,30,12.200000000000001,0.38,0.048,0.67,28,320,54,0,1,10.4,28,320,0,54,0.275,88.52,85.44,0.96,0.14,1011,1.3,239,2.9000000000000004,0.0000,0.0000
2006,1,1,1,0,11.5,0.4,0.049,0.67,0,0,0,0,1,10.4,0,0,0,0,0.275,92.79,90.09,0.96,0.14,1012,1.3,234,2.6,0.0000,0.0000
2006,1,1,1,30,11.3,0.4,0.049,0.67,0,0,0,0,0,10.4,0,0,0,0,0.275,94.03,95.96000000000001,0.96,0.14,1012,1.3,228,2.6,0.0000,0.0000
2006,1,1,2,0,11,0.4,0.05,0.67,0,0,0,0,0,10.4,0,0,0,0,0.275,96.4,101.43,0.96,0.14,1013,1.3,221,2.6,0.0000,0.0000
2006,1,1,2,30,10.9,0.4,0.05,0.67,0,0,0,0,0,10.4,0,0,0,0,0.275,97.04,107.06,0.96,0.14,1013,1.4000000000000001,214,2.6,0.0000,0.0000
2006,1,1,3,0,10.700000000000001,0.42,0.048,0.67,0,0,0,0,0,10.5,0,0,0,0,0.274,98.88,112.8,0.96,0.14,1013,1.4000000000000001,207,2.7,0.0000,0.0000
2006,1,1,3,30,10.700000000000001,0.42,0.048,0.67,0,0,0,0,0,10.5,0,0,0,0,0.273,98.98,118.63,0.9500000000000001,0.14,1014,1.4000000000000001,201,2.7,0.0000,0.0000
2006,1,1,4,0,10.600000000000001,0.46,0.044,0.67,0,0,0,0,0,10.600000000000001,0,0,0,0,0.273,100,124.53,0.9500000000000001,0.14,1014,1.4000000000000001,194,2.8000000000000003,0.0000,0.0000
2006,1,1,4,30,10.600000000000001,0.46,0.044,0.67,0,0,0,0,0,10.600000000000001,0,0,0,0,0.272,100,130.45,0.9500000000000001,0.14,1014,1.4000000000000001,186,2.9000000000000004,0.0000,0.0000
2006,1,1,5,0,10.5,0.54,0.038,0.67,0,0,0,0,0,10.5,0,0,0,0,0.271,100,136.36,0.9400000000000001,0.14,1014,1.4000000000000001,179,3,0.0000,0.0000
2006,1,1,5,30,10.4,0.54,0.038,0.67,0,0,0,0,0,10.4,0,0,0,0,0.27,100,142.23,0.9400000000000001,0.14,1015,1.4000000000000001,173,3.1,0.0000,0.0000
2006,1,1,6,0,10.3,0.59,0.036000000000000004,0.67,0,0,0,0,0,10.3,0,0,0,0,0.269,100,147.96,0.9400000000000001,0.14,1015,1.4000000000000001,167,3.1,0.0000,0.0000
2006,1,1,6,30,10.200000000000001,0.59,0.036000000000000004,0.67,0,0,0,0,0,10.200000000000001,0,0,0,0,0.269,100,153.46,0.93,0.14,1015,1.4000000000000001,162,3.3000000000000003,0.0000,0.0000
2006,1,1,7,0,10.100000000000001,0.62,0.036000000000000004,0.67,0,0,0,0,0,10.100000000000001,0,0,0,0,0.268,100,158.48,0.93,0.14,1015,1.3,158,3.4000000000000004,0.0000,0.0000
2006,1,1,7,30,10,0.62,0.036000000000000004,0.67,0,0,0,0,0,10,0,0,0,0,0.268,100,162.58,0.93,0.14,1014,1.3,156,3.5,0.0000,0.0000
2006,1,1,8,0,10,0.65,0.035,0.67,0,0,0,0,0,10,0,0,0,0,0.268,100,164.97,0.93,0.14,1014,1.3,153,3.6,0.0000,0.0000
2006,1,1,8,30,9.9,0.65,0.035,0.67,0,0,0,0,0,9.9,0,0,0,0,0.268,100,164.8,0.93,0.14,1014,1.2000000000000002,151,3.7,0.0000,0.0000
2006,1,1,9,0,9.8,0.67,0.035,0.67,0,0,0,0,0,9.8,0,0,0,0,0.268,100,162.14000000000001,0.93,0.14,1014,1.2000000000000002,149,3.7,0.0000,0.0000
2006,1,1,9,30,9.700000000000001,0.67,0.035,0.67,0,0,0,0,0,9.700000000000001,0,0,0,0,0.268,100,157.89000000000001,0.93,0.14,1014,1.2000000000000002,147,3.8000000000000003,0.0000,0.0000
2006,1,1,10,0,9.600000000000001,0.7000000000000001,0.036000000000000004,0.67,0,0,0,0,0,9.5,0,0,0,0,0.268,99.25,152.79,0.93,0.14,1013,1.1,145,3.8000000000000003,0.0000,0.0000
2006,1,1,10,30,9.5,0.7000000000000001,0.036000000000000004,0.67,0,0,0,0,8,9.5,0,0,0,0,0.268,99.92,147.26,0.93,0.14,1013,1.1,145,3.9000000000000004,0.0000,0.0000
2006,1,1,11,0,9.3,0.7000000000000001,0.039,0.67,0,0,0,0,7,9,0,0,0,0,0.268,98.32000000000001,141.5,0.93,0.14,1013,1.1,144,4,0.0000,0.0000
2006,1,1,11,30,9.3,0.7000000000000001,0.039,0.67,0,0,0,0,7,9,0,0,0,0,0.269,98.22,135.63,0.9400000000000001,0.14,1012,1.1,144,4.3,0.0000,0.0000
2006,1,1,12,0,9.3,0.6,0.05,0.67,0,0,0,0,7,8.6,0,0,0,0,0.269,95.37,129.71,0.9500000000000001,0.14,1011,1.2000000000000002,145,4.6000000000000005,0.0000,0.0000
2006,1,1,12,30,9.600000000000001,0.6,0.05,0.67,0,0,0,0,7,8.6,0,0,0,0,0.269,93.47,123.79,0.9500000000000001,0.14,1011,1.3,147,5.1000000000000005,0.0000,0.0000
2006,1,1,13,0,9.8,0.45,0.067,0.67,0,0,0,0,7,8.3,0,0,0,0,0.269,90.44,117.9,0.96,0.14,1010,1.5,149,5.6000000000000005,0.0000,0.0000
2006,1,1,13,30,10,0.45,0.067,0.67,0,0,0,0,7,8.3,0,0,0,0,0.269,89.24,112.07000000000001,0.97,0.14,1010,1.8,150,5.7,0.0000,0.0000
2006,1,1,14,0,10.200000000000001,0.37,0.083,0.67,0,0,0,0,6,8.5,0,0,0,0,0.27,89,106.34,0.97,0.14,1010,2.1,152,5.9,0.0000,0.0000
2006,1,1,14,30,10.600000000000001,0.37,0.083,0.67,0,0,0,0,6,8.5,0,0,0,0,0.269,86.58,100.73,0.97,0.14,1009,2.3000000000000003,153,6.300000000000001,0.0000,0.0000
2006,1,1,15,0,11,0.32,0.096,0.67,0,0,0,0,6,9.200000000000001,0,0,0,0,0.268,88.42,95.27,0.98,0.14,1009,2.5,154,6.800000000000001,0.0000,0.0000
2006,1,1,15,30,11.4,0.32,0.096,0.67,0,0,0,7,6,9.1,0,0,7,0,0.267,86.03,89.53,0.98,0.14,1008,2.6,156,7.5,0.0000,0.0000
2006,1,1,16,0,11.9,0.31,0.10200000000000001,0.67,35,204,54,7,6,9.9,12,0,7,12,0.266,87.73,84.82000000000001,0.98,0.14,1007,2.7,159,8.1,0.0000,0.0000
2006,1,1,16,30,12.3,0.31,0.10200000000000001,0.67,57,392,124,0,6,9.9,38,1,0,38,0.265,85.46000000000001,80.14,0.98,0.14,1007,2.7,162,8.4,0.0000,0.0000
2006,1,1,17,0,12.600000000000001,0.31,0.10200000000000001,0.67,71,516,197,0,6,10.5,14,0,0,14,0.265,87.03,75.77,0.98,0.14,1006,2.8000000000000003,165,8.700000000000001,0.6801,0.5220
2006,1,1,17,30,12.9,0.31,0.10200000000000001,0.67,81,598,268,0,6,10.5,12,0,0,12,0.264,85.34,71.8,0.98,0.14,1006,2.9000000000000004,167,8.8,0.6043,0.4668
2006,1,1,18,0,13.100000000000001,0.38,0.097,0.67,86,663,331,0,6,10.8,103,3,0,104,0.263,86.2,68.31,0.98,0.14,1005,3.1,169,8.9,5.4032,4.1925
2006,1,1,18,30,13.200000000000001,0.38,0.097,0.67,91,703,384,0,9,10.8,59,0,0,59,0.262,85.64,65.38,0.98,0.14,1005,3.1,172,8.8,3.1381,2.4418
2006,1,1,19,0,13.3,0.31,0.10300000000000001,0.67,98,718,423,0,9,11.200000000000001,34,0,0,34,0.26,87.14,63.11,0.98,0.14,1004,3.2,175,8.6,1.8380,1.4327
2006,1,1,19,30,13.3,0.31,0.10300000000000001,0.67,101,735,450,0,6,11.200000000000001,69,0,0,70,0.259,87.06,61.56,0.98,0.14,1003,3.2,175,8.3,3.8227,2.9829
2006,1,1,20,0,13.4,0.29,0.10300000000000001,0.67,102,742,464,0,6,11.5,79,1,0,80,0.258,88.4,60.79,0.98,0.14,1003,3.2,174,8,4.3897,3.4270
2006,1,1,20,30,13.4,0.29,0.10300000000000001,0.67,102,743,464,0,6,11.5,146,7,0,149,0.259,88.31,60.83,0.98,0.14,1002,3.1,173,7.9,8.1739,6.3810
2006,1,1,21,0,13.5,0.3,0.131,0.67,112,698,444,0,7,11.8,71,1,0,71,0.259,89.52,61.68,0.98,0.14,1002,3.1,171,7.7,3.8744,3.0230
2006,1,1,21,30,13.600000000000001,0.3,0.131,0.67,109,680,414,0,7,11.8,57,0,0,57,0.26,88.85000000000001,63.31,0.98,0.14,1001,3.1,174,7.300000000000001,3.0771,2.3983
2006,1,1,22,0,13.700000000000001,0.33,0.127,0.67,103,658,374,7,7,12.3,20,0,7,20,0.261,91.22,65.65,0.98,0.14,1001,3,177,6.9,1.0616,0.8258
2006,1,1,22,30,13.700000000000001,0.33,0.127,0.67,96,616,321,0,7,12.3,24,0,0,24,0.261,91.22,68.64,0.98,0.14,1001,2.9000000000000004,186,6.300000000000001,1.2434,0.9644
2006,1,1,23,0,13.8,0.35000000000000003,0.107,0.67,81,587,261,0,7,12.8,33,0,0,33,0.262,93.55,72.18,0.98,0.14,1001,2.8000000000000003,196,5.6000000000000005,1.6560,1.2785
2006,1,1,23,30,13.8,0.35000000000000003,0.107,0.67,71,503,191,0,6,12.8,24,0,0,24,0.264,93.55,76.2,0.97,0.14,1001,2.6,205,5.1000000000000005,1.1620,0.8910
2006,1,2,0,0,13.700000000000001,0.42,0.088,0.67,52,416,120,0,6,12.8,50,3,0,50,0.265,94.53,80.61,0.97,0.14,1002,2.4000000000000004,213,4.6000000000000005,0.0000,0.0000
2006,1,2,0,30,13.4,0.42,0.088,0.67,32,219,50,7,6,12.8,10,0,7,10,0.267,96.39,85.31,0.96,0.14,1002,2.3000000000000003,217,4.1000000000000005,0.0000,0.0000
2006,1,2,1,0,13.100000000000001,0.5,0.065,0.67,0,0,0,7,6,12.3,0,0,7,0,0.269,94.63,89.98,0.9500000000000001,0.14,1002,2.2,222,3.6,0.0000,0.0000
2006,1,2,1,30,12.8,0.5,0.065,0.67,0,0,0,0,7,12.3,0,0,0,0,0.269,96.59,95.82000000000001,0.9500000000000001,0.14,1003,2.2,220,3.5,0.0000,0.0000
2006,1,2,2,0,12.600000000000001,0.52,0.053,0.67,0,0,0,0,7,11.5,0,0,0,0,0.269,93.12,101.3,0.9400000000000001,0.14,1004,2.2,219,3.3000000000000003,0.0000,0.0000
2006,1,2,2,30,12.3,0.52,0.053,0.67,0,0,0,0,6,11.5,0,0,0,0,0.268,94.97,106.92,0.9400000000000001,0.14,1004,2.1,215,3.4000000000000004,0.0000,0.0000
2006,1,2,3,0,12,0.53,0.049,0.67,0,0,0,0,7,10.5,0,0,0,0,0.268,90.74,112.67,0.9400000000000001,0.14,1004,2,211,3.4000000000000004,0.0000,0.0000
2006,1,2,3,30,11.8,0.53,0.049,0.67,0,0,0,0,6,10.5,0,0,0,0,0.268,91.94,118.5,0.9400000000000001,0.14,1004,2,215,3.1,0.0000,0.0000
2006,1,2,4,0,11.600000000000001,0.51,0.05,0.67,0,0,0,0,6,10.3,0,0,0,0,0.268,91.46000000000001,124.39,0.9400000000000001,0.14,1004,2,219,2.9000000000000004,0.0000,0.0000
2006,1,2,4,30,11.5,0.51,0.05,0.67,0,0,0,0,6,10.3,0,0,0,0,0.27,92.06,130.31,0.9400000000000001,0.14,1004,2,211,2.8000000000000003,0.0000,0.0000
2006,1,2,5,0,11.4,0.55,0.051000000000000004,0.67,0,0,0,0,6,10.3,0,0,0,0,0.272,92.73,136.23,0.9400000000000001,0.14,1005,2,202,2.7,0.0000,0.0000
2006,1,2,5,30,11.3,0.55,0.051000000000000004,0.67,0,0,0,0,6,10.3,0,0,0,0,0.274,93.35000000000001,142.09,0.9400000000000001,0.14,1005,2,197,2.8000000000000003,0.0000,0.0000
2006,1,2,6,0,11.200000000000001,0.56,0.053,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.276,93.79,147.83,0.9500000000000001,0.14,1005,2,192,3,0.0000,0.0000
2006,1,2,6,30,11.3,0.56,0.053,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.278,93.17,153.32,0.9500000000000001,0.14,1005,2,197,2.9000000000000004,0.0000,0.0000
2006,1,2,7,0,11.3,0.56,0.053,0.67,0,0,0,0,6,10.5,0,0,0,0,0.279,94.61,158.34,0.9500000000000001,0.14,1005,2,202,2.8000000000000003,0.0000,0.0000
2006,1,2,7,30,11.200000000000001,0.56,0.053,0.67,0,0,0,0,6,10.5,0,0,0,0,0.28200000000000003,95.23,162.45000000000002,0.9500000000000001,0.14,1005,2,198,2.7,0.0000,0.0000
2006,1,2,8,0,11.100000000000001,0.53,0.049,0.67,0,0,0,0,6,10.4,0,0,0,0,0.28500000000000003,95.27,164.86,0.9500000000000001,0.14,1005,2,195,2.6,0.0000,0.0000
2006,1,2,8,30,11,0.53,0.049,0.67,0,0,0,0,6,10.4,0,0,0,0,0.28700000000000003,95.9,164.74,0.9500000000000001,0.14,1005,2,190,2.4000000000000004,0.0000,0.0000
2006,1,2,9,0,10.8,0.51,0.052000000000000005,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.289,96.26,162.13,0.9500000000000001,0.14,1005,2.1,184,2.3000000000000003,0.0000,0.0000
2006,1,2,9,30,10.8,0.51,0.052000000000000005,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.291,96.26,157.9,0.96,0.14,1005,2.1,177,2.2,0.0000,0.0000
2006,1,2,10,0,10.8,0.48,0.06,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.292,96.06,152.82,0.96,0.14,1004,2.2,169,2.2,0.0000,0.0000
2006,1,2,10,30,10.9,0.48,0.06,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.294,95.42,147.3,0.96,0.14,1004,2.2,162,2.2,0.0000,0.0000
2006,1,2,11,0,10.9,0.47000000000000003,0.061,0.67,0,0,0,0,6,10.3,0,0,0,0,0.295,95.8,141.55,0.96,0.14,1004,2.2,155,2.2,0.0000,0.0000
2006,1,2,11,30,11,0.47000000000000003,0.061,0.67,0,0,0,0,9,10.200000000000001,0,0,0,0,0.297,95.08,135.67000000000002,0.96,0.14,1003,2.3000000000000003,152,2.1,0.0000,0.0000
2006,1,2,12,0,11.100000000000001,0.58,0.054,0.67,0,0,0,0,6,10.3,0,0,0,0,0.298,95.02,129.76,0.9500000000000001,0.14,1003,2.3000000000000003,149,2.1,0.0000,0.0000
2006,1,2,12,30,11.100000000000001,0.58,0.054,0.67,0,0,0,0,6,10.3,0,0,0,0,0.299,95.02,123.83,0.9500000000000001,0.14,1003,2.3000000000000003,141,1.8,0.0000,0.0000
2006,1,2,13,0,11,0.67,0.049,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.3,94.60000000000001,117.94,0.9500000000000001,0.14,1003,2.3000000000000003,133,1.6,0.0000,0.0000
2006,1,2,13,30,10.9,0.67,0.049,0.67,0,0,0,0,6,10.200000000000001,0,0,0,0,0.3,95.14,112.11,0.9400000000000001,0.14,1002,2.3000000000000003,111,1.5,0.0000,0.0000
2006,1,2,14,0,10.8,0.74,0.044,0.67,0,0,0,0,6,9.9,0,0,0,0,0.3,94.44,106.38,0.9400000000000001,0.14,1002,2.3000000000000003,89,1.4000000000000001,0.0000,0.0000
2006,1,2,14,30,10.8,0.74,0.044,0.67,0,0,0,0,6,9.9,0,0,0,0,0.299,94.44,100.76,0.9500000000000001,0.14,1002,2.3000000000000003,75,1.4000000000000001,0.0000,0.0000
2006,1,2,15,0,10.700000000000001,0.9,0.048,0.67,0,0,0,0,6,9.700000000000001,0,0,0,0,0.299,93.73,95.3,0.9500000000000001,0.14,1002,2.3000000000000003,61,1.5,0.0000,0.0000
2006,1,2,15,30,10.9,0.9,0.048,0.67,0,0,0,7,7,9.700000000000001,0,0,7,0,0.298,92.5,89.55,0.9500000000000001,0.14,1002,2.3000000000000003,54,1.7000000000000002,0.0000,0.0000
2006,1,2,16,0,11,0.97,0.047,0.67,28,360,61,7,7,9.8,12,0,7,12,0.297,92.57000000000001,84.83,0.9500000000000001,0.14,1002,2.3000000000000003,47,2,0.0000,0.0000
2006,1,2,16,30,11.100000000000001,0.97,0.047,0.67,43,538,135,0,8,9.8,68,7,0,69,0.297,91.96000000000001,80.15,0.9500000000000001,0.14,1002,2.3000000000000003,40,2.6,0.0000,0.0000
2006,1,2,17,0,11.200000000000001,1.01,0.044,0.67,52,655,213,0,6,9.9,34,0,0,34,0.297,91.83,75.77,0.9500000000000001,0.14,1002,2.3000000000000003,33,3.2,1.6518,1.2676
2006,1,2,17,30,11.3,1.01,0.044,0.67,59,729,287,0,8,9.9,12,0,0,12,0.296,91.23,71.78,0.96,0.14,1002,2.2,27,3.6,0.6044,0.4669
2006,1,2,18,0,11.5,1.05,0.057,0.67,68,759,349,0,6,10,34,0,0,34,0.296,90.58,68.28,0.96,0.14,1002,2.2,21,4.1000000000000005,1.7669,1.3710
2006,1,2,18,30,11.5,1.05,0.057,0.67,73,794,404,0,6,10,112,4,0,113,0.295,90.49,65.34,0.97,0.14,1001,2.2,16,4.4,6.0120,4.6782
2006,1,2,19,0,11.600000000000001,1.07,0.069,0.67,80,802,444,0,6,9.8,8,0,0,8,0.294,88.5,63.050000000000004,0.97,0.14,1001,2.2,11,4.7,0.4326,0.3373
2006,1,2,19,30,11.5,1.07,0.069,0.67,82,817,472,0,6,9.8,55,0,0,55,0.294,89.09,61.49,0.97,0.14,1001,2.2,184,5,3.0049,2.3448
2006,1,2,20,0,11.4,1.06,0.068,0.67,83,826,487,0,7,9.4,214,42,0,235,0.293,87.78,60.7,0.97,0.14,1001,2.2,358,5.300000000000001,12.9018,10.0727
2006,1,2,20,30,11.3,1.06,0.068,0.67,83,828,488,0,7,9.5,131,3,0,133,0.294,88.45,60.730000000000004,0.96,0.14,1002,2.1,350,5.5,7.3006,5.6996
2006,1,2,21,0,11.200000000000001,1.04,0.074,0.67,84,812,471,0,6,9.3,47,0,0,47,0.294,88.12,61.57,0.96,0.14,1002,2.1,342,5.6000000000000005,2.5665,2.0027
2006,1,2,21,30,11.3,1.04,0.074,0.67,82,799,443,0,6,9.3,106,2,0,107,0.296,87.62,63.190000000000005,0.96,0.14,1003,2,333,5.5,5.7811,4.5061
2006,1,2,22,0,11.3,1,0.065,0.67,76,785,401,0,6,9.3,76,1,0,76,0.297,87.42,65.53,0.96,0.14,1004,2,324,5.300000000000001,4.0377,3.1414
2006,1,2,22,30,11.4,1,0.065,0.67,71,748,345,0,6,9.3,85,1,0,85,0.298,86.93,68.51,0.9500000000000001,0.14,1005,2,314,5,4.4086,3.4200
2006,1,2,23,0,11.5,0.89,0.051000000000000004,0.67,61,719,283,0,6,9.600000000000001,9,0,0,9,0.299,87.89,72.05,0.9500000000000001,0.14,1006,1.9000000000000001,305,4.7,0.4522,0.3492
2006,1,2,23,30,11.5,0.89,0.051000000000000004,0.67,54,643,209,0,8,9.600000000000001,46,1,0,46,0.301,87.98,76.06,0.9500000000000001,0.14,1007,1.9000000000000001,298,4.5,2.2296,1.7101
2006,1,3,0,0,11.5,0.74,0.048,0.67,43,529,130,0,7,9.700000000000001,63,6,0,64,0.302,88.91,80.47,0.9500000000000001,0.13,1008,1.9000000000000001,292,4.4,0.0000,0.0000
2006,1,3,0,30,11.200000000000001,0.74,0.048,0.67,28,342,56,7,7,9.700000000000001,29,1,7,29,0.304,90.69,85.17,0.9500000000000001,0.13,1008,1.8,289,4.4,0.0000,0.0000
2006,1,3,1,0,11,0.63,0.047,0.67,0,0,0,7,7,9.600000000000001,0,0,7,0,0.306,90.91,89.85000000000001,0.96,0.13,1009,1.8,286,4.4,0.0000,0.0000
2006,1,3,1,30,10.9,0.63,0.047,0.67,0,0,0,0,7,9.600000000000001,0,0,0,0,0.307,91.61,95.68,0.96,0.13,1010,1.7000000000000002,284,4.3,0.0000,0.0000
2006,1,3,2,0,10.700000000000001,0.5700000000000001,0.045,0.67,0,0,0,0,1,9.3,0,0,0,0,0.308,91.26,101.16,0.9500000000000001,0.13,1011,1.6,283,4.2,0.0000,0.0000
2006,1,3,2,30,10.600000000000001,0.5700000000000001,0.045,0.67,0,0,0,0,0,9.3,0,0,0,0,0.308,91.96000000000001,106.78,0.9500000000000001,0.13,1012,1.5,282,4.1000000000000005,0.0000,0.0000
2006,1,3,3,0,10.4,0.55,0.042,0.67,0,0,0,0,0,9,0,0,0,0,0.308,91.23,112.52,0.9500000000000001,0.13,1013,1.4000000000000001,280,3.9000000000000004,0.0000,0.0000
2006,1,3,3,30,10.3,0.55,0.042,0.67,0,0,0,0,0,9,0,0,0,0,0.308,91.93,118.36,0.9500000000000001,0.13,1014,1.3,278,3.8000000000000003,0.0000,0.0000
2006,1,3,4,0,10.200000000000001,0.5700000000000001,0.04,0.67,0,0,0,0,0,8.6,0,0,0,0,0.309,90.07000000000001,124.25,0.9500000000000001,0.13,1015,1.2000000000000002,277,3.7,0.0000,0.0000
2006,1,3,4,30,10,0.5700000000000001,0.04,0.67,0,0,0,0,0,8.6,0,0,0,0,0.309,91.28,130.17000000000002,0.9400000000000001,0.13,1015,1.2000000000000002,275,3.5,0.0000,0.0000
2006,1,3,5,0,9.8,0.62,0.037,0.67,0,0,0,0,0,8.200000000000001,0,0,0,0,0.309,89.77,136.09,0.9400000000000001,0.13,1016,1.1,273,3.3000000000000003,0.0000,0.0000
2006,1,3,5,30,9.600000000000001,0.62,0.037,0.67,0,0,0,0,0,8.200000000000001,0,0,0,0,0.308,91.07000000000001,141.95000000000002,0.93,0.13,1017,1,269,3.1,0.0000,0.0000
2006,1,3,6,0,9.4,0.7000000000000001,0.037,0.67,0,0,0,0,0,7.800000000000001,0,0,0,0,0.307,89.8,147.68,0.93,0.13,1018,1,265,2.9000000000000004,0.0000,0.0000
2006,1,3,6,30,9.200000000000001,0.7000000000000001,0.037,0.67,0,0,0,0,0,7.800000000000001,0,0,0,0,0.306,91.02,153.18,0.93,0.13,1018,0.9,260,2.7,0.0000,0.0000
2006,1,3,7,0,9,0.8300000000000001,0.042,0.67,0,0,0,0,0,7.4,0,0,0,0,0.306,89.72,158.20000000000002,0.93,0.13,1018,0.9,255,2.5,0.0000,0.0000
2006,1,3,7,30,8.9,0.8300000000000001,0.042,0.67,0,0,0,0,0,7.4,0,0,0,0,0.306,90.41,162.32,0.93,0.13,1019,0.9,250,2.4000000000000004,0.0000,0.0000
2006,1,3,8,0,8.9,0.92,0.048,0.67,0,0,0,0,0,7.1000000000000005,0,0,0,0,0.306,88.49,164.75,0.9400000000000001,0.13,1019,0.9,245,2.2,0.0000,0.0000
2006,1,3,8,30,8.9,0.92,0.048,0.67,0,0,0,0,0,7.1000000000000005,0,0,0,0,0.306,88.49,164.67000000000002,0.93,0.13,1019,0.9,237,2.2,0.0000,0.0000
2006,1,3,9,0,8.9,0.92,0.042,0.67,0,0,0,0,0,6.9,0,0,0,0,0.306,86.98,162.1,0.93,0.13,1020,1,229,2.1,0.0000,0.0000
2006,1,3,9,30,8.8,0.92,0.042,0.67,0,0,0,0,0,6.9,0,0,0,0,0.305,87.57000000000001,157.91,0.93,0.13,1020,1.1,218,2.1,0.0000,0.0000
2006,1,3,10,0,8.700000000000001,0.91,0.045,0.67,0,0,0,0,7,6.7,0,0,0,0,0.304,87.42,152.85,0.9400000000000001,0.13,1020,1.2000000000000002,206,2.2,0.0000,0.0000
2006,1,3,10,30,8.6,0.91,0.045,0.67,0,0,0,0,7,6.7,0,0,0,0,0.303,88.01,147.33,0.9400000000000001,0.13,1020,1.2000000000000002,196,2.3000000000000003,0.0000,0.0000
2006,1,3,11,0,8.5,0.9,0.047,0.67,0,0,0,0,7,6.9,0,0,0,0,0.302,89.75,141.58,0.9400000000000001,0.13,1021,1.3,185,2.4000000000000004,0.0000,0.0000
2006,1,3,11,30,8.6,0.9,0.047,0.67,0,0,0,0,7,6.9,0,0,0,0,0.3,89.15,135.72,0.9400000000000001,0.13,1021,1.3,177,2.6,0.0000,0.0000
2006,1,3,12,0,8.6,0.91,0.055,0.67,0,0,0,0,7,7.300000000000001,0,0,0,0,0.297,91.32000000000001,129.8,0.9400000000000001,0.13,1021,1.3,170,2.8000000000000003,0.0000,0.0000
2006,1,3,12,30,8.9,0.91,0.055,0.67,0,0,0,0,7,7.300000000000001,0,0,0,0,0.296,89.49,123.87,0.9500000000000001,0.13,1021,1.3,170,3,0.0000,0.0000
2006,1,3,13,0,9.200000000000001,0.89,0.064,0.67,0,0,0,0,6,7.800000000000001,0,0,0,0,0.294,91.25,117.98,0.9500000000000001,0.13,1021,1.4000000000000001,171,3.1,0.0000,0.0000
2006,1,3,13,30,9.4,0.89,0.064,0.67,0,0,0,0,6,7.9,0,0,0,0,0.294,90.13,112.15,0.9500000000000001,0.13,1022,1.4000000000000001,169,3.2,0.0000,0.0000
2006,1,3,14,0,9.600000000000001,0.8300000000000001,0.061,0.67,0,0,0,0,7,8.3,0,0,0,0,0.293,91.63,106.41,0.9500000000000001,0.13,1022,1.4000000000000001,166,3.3000000000000003,0.0000,0.0000
2006,1,3,14,30,9.8,0.8300000000000001,0.061,0.67,0,0,0,0,6,8.3,0,0,0,0,0.294,90.5,100.79,0.9500000000000001,0.13,1023,1.4000000000000001,167,3.4000000000000004,0.0000,0.0000
2006,1,3,15,0,9.9,0.78,0.06,0.67,0,0,0,0,6,8.700000000000001,0,0,0,0,0.294,92.37,95.32000000000001,0.9500000000000001,0.13,1023,1.4000000000000001,167,3.5,0.0000,0.0000
2006,1,3,15,30,10.200000000000001,0.78,0.06,0.67,0,0,0,7,6,8.700000000000001,0,0,7,0,0.296,90.63,89.55,0.9500000000000001,0.13,1024,1.5,165,3.6,0.0000,0.0000
2006,1,3,16,0,10.5,0.75,0.062,0.67,31,328,60,7,6,9.3,20,0,7,21,0.297,92.06,84.84,0.96,0.13,1024,1.6,163,3.7,0.0000,0.0000
